1474000001530,1474000001531,3,1,0,2,376.39,451.31,0.6884,0.3886,0
1474000001548,1474000001548,3,1,0,2,376.17,442.86,0.6977,0.3714,0
1474000001566,1474000001566,3,1,0,2,376.94,435.51,0.7094,0.3848,0
1474000001584,1474000001583,3,1,0,2,376.49,425.8,0.6934,0.3896,0
1474000001602,1474000001601,3,1,0,2,377.39,415.96,0.688,0.3657,0
1474000001620,1474000001621,3,1,0,2,378.78,408.62,0.7107,0.3787,0
1474000001638,1474000001637,3,1,0,2,378.05,400.57,0.6954,0.377,0
1474000001656,1474000001655,3,1,0,2,378.81,390.18,0.71,0.3881,0
1474000001674,1474000001674,3,1,0,2,379.74,382.7,0.7122,0.3859,0
1474000001692,1474000001692,3,1,0,2,378.14,374.82,0.7139,0.3787,0
1474000001710,1474000001710,3,1,0,2,380.62,369.2,0.7038,0.3935,0
1474000001728,1474000001729,3,1,0,2,381.1,360.7,0.7002,0.3899,0
1474000001746,1474000001745,3,1,0,2,381.29,351.48,0.7145,0.3785,0
1474000001764,1474000001763,3,1,0,2,383.18,344.45,0.7111,0.3795,0
1474000001782,1474000001782,3,1,0,2,382.22,336.63,0.6914,0.3732,0
1474000001800,1474000001799,3,1,0,2,384.84,329.59,0.686,0.3765,0
1474000001818,1474000001818,3,1,0,2,385.07,322.65,0.6963,0.3813,0
1474000001836,1474000001837,3,1,0,2,383.94,318.25,0.6956,0.3881,0
1474000001854,1474000001854,3,1,0,2,384.65,311.87,0.703,0.3793,0
1474000001872,1474000001873,3,1,0,2,386.33,304.05,0.7157,0.3901,0
1474000001890,1474000001889,3,1,0,2,388.55,298.36,0.7041,0.3716,0
1474000001908,1474000001908,3,1,0,2,388.01,292.22,0.6956,0.3851,0
1474000001926,1474000001927,3,1,0,2,390.26,287.53,0.7168,0.3944,0
1474000001944,1474000001945,3,1,0,2,389.07,280.63,0.7026,0.3658,0
1474000001962,1474000001962,3,1,0,2,391.2,276.71,0.6873,0.3728,0
1474000001980,1474000001980,3,1,0,2,391.47,269.95,0.7104,0.3764,0
1474000001998,1474000001998,3,1,0,2,392.52,264.31,0.6808,0.3812,0
1474000002016,1474000002015,3,1,0,2,393.37,259.58,0.7183,0.3662,0
1474000002034,1474000002033,3,1,0,2,396.48,255.51,0.6808,0.3696,0
1474000002052,1474000002052,3,1,0,2,395.98,251.02,0.7179,0.379,0
1474000002070,1474000002069,3,1,0,2,397.79,247.19,0.7043,0.3874,0
1474000002088,1474000002088,3,1,0,2,398.74,243.43,0.6924,0.3824,0
1474000002106,1474000002105,3,1,0,2,399.05,242.17,0.695,0.3932,0
1474000002124,1474000002124,3,1,0,2,398.45,238.27,0.7051,0.3681,0
1474000002142,1474000002141,3,1,0,2,401.66,235.0,0.6743,0.3885,0
1474000002160,1474000002160,3,1,0,2,401.02,231.76,0.6504,0.3548,0
1474000002178,1474000002178,3,1,0,2,400.87,229.27,0.6213,0.3332,0
1474000002196,1474000002197,3,1,0,2,403.57,228.31,0.596,0.3139,0
1474000002214,1474000002214,3,1,0,2,404.04,225.86,0.5585,0.3091,0
1474000002232,1474000002231,3,1,0,2,404.66,224.75,0.5236,0.2718,0
1474000002250,1474000002250,3,1,0,2,406.51,221.19,0.5013,0.25,0
1474000002268,1474000002268,3,1,0,2,406.46,221.88,0.4456,0.2382,0
1474000002286,1474000002287,3,1,0,2,405.99,219.75,0.4301,0.2142,0
1474000002304,1474000002303,3,1,0,2,408.21,219.48,0.3829,0.2234,0
1474000002322,1474000002322,3,1,0,1,407.45,219.72,0.4047,0.2022,0
